Facility_ID,Facility_Name,Address,City,State,County_Name,ZIP_Code,Phone_Number,Pct_Catheter_Associated_Urinary_Tract_Infections,Pct_Central_Line_Associated_Bloodstream_Infections,Pct_Clostridium_Difficile_CDiff_Infections,Pct_MRSA_Bacteremia_Infections,Pct_Abdominal_Hysterectomy_Infections,Pct_SSI_Colon_Surgery_Infections,Pct_Hospital_Acquired_Infections,Catheter_Associated_Urinary_Tract_Infections_Numerator,Catheter_Associated_Urinary_Tract_Infections_Denominator,Central_Line_Associated_Bloodstream_Infection_Numerator,Central_Line_Associated_Bloodstream_Infection_Denominator,Clostridium_Difficile_CDiff_Numerator,Clostridium_Difficile_CDiff_Denominator,MRSA_Bacteremia_Numerator,MRSA_Bacteremia_Denominator,SSI_Abdominal_Hysterectomy_Numerator,SSI_Abdominal_Hysterectomy_Denominator,SSI_Colon_Surgery_Numerator,SSI_Colon_Surgery_Denominator,Total_Numerator,Total_Denominator
110100,JEFFERSON HOSPITAL,1067 PEACHTREE ST,LOUISVILLE,GA,Jefferson,30434,(478) 625-7000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,259,0,6,0,1901,0,1901,0,0,0,0,0,4067
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,Tift,31793,(229) 382-7120,0.06%,0.12%,0.02%,0.01%,0.00%,0.00%,0.02%,4,6736,6,4952,9,53548,8,57236,0,38,0,124,27,122634
110092,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,EASTMAN,GA,Dodge,31023,(478) 448-4067,0.06%,0.00%,0.04%,0.00%,0.00%,0.00%,0.02%,1,1787,0,651,4,9480,0,9873,0,8,0,10,5,21809
110091,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,Rockdale,30012,(770) 918-3000,0.07%,0.10%,0.01%,0.00%,3.11%,3.26%,0.02%,2,2938,6,6090,2,36751,1,41672,5,161,3,92,19,87704
110089,"COFFEE REGIONAL MEDICAL CENTER, INC",1101 OCILLA ROAD,DOUGLAS,GA,Atkinson,31533,(912) 383-5620,0.04%,0.31%,0.09%,0.00%,0.00%,0.00%,0.05%,3,7134,6,1926,18,19861,0,20821,0,65,0,15,27,49822
110087,NORTHSIDE HOSPITAL GWINNETT,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,Gwinnett,30046,(678) 312-1000,0.10%,0.07%,0.06%,0.00%,1.33%,2.06%,0.04%,15,15510,15,20217,81,138101,6,156430,4,300,7,339,128,330897
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,Washington,31082,(478) 240-2100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,368,0,117,0,1811,0,1811,0,0,0,0,0,4107
110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,Fulton,30309,(404) 605-5000,0.04%,0.09%,0.01%,0.01%,2.33%,2.50%,0.02%,5,13028,22,23995,15,154224,11,159145,9,386,15,601,77,351379
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,Fulton,30342,(678) 843-5720,0.15%,0.18%,0.02%,0.01%,0.00%,2.40%,0.04%,18,11934,25,13695,24,96387,6,96387,0,127,10,416,83,218946
110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,Fulton,30303,(404) 616-4252,0.10%,0.21%,0.04%,0.01%,2.94%,2.81%,0.04%,28,28199,38,17770,83,207588,30,219671,5,170,9,320,193,473718
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE STREET,  NE",ATLANTA,GA,Fulton,30308,(404) 686-4411,0.06%,0.09%,0.03%,0.01%,1.06%,2.20%,0.03%,12,18713,21,24287,46,142947,14,154183,4,379,4,182,101,340691
110076,EMORY DECATUR HOSPITAL,2701 N DECATUR ROAD,DECATUR,GA,DeKalb,30033,(404) 501-1000,0.06%,0.13%,0.04%,0.00%,1.92%,3.76%,0.03%,5,8748,12,9447,29,77381,4,88021,7,364,5,133,62,184094
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,Bulloch,30458,(912) 486-1500,0.05%,0.03%,0.01%,0.00%,0.00%,0.00%,0.01%,5,10204,2,6784,2,29710,1,30411,0,50,0,34,10,77193
110074,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,Clarke,30606,(706) 475-7000,0.08%,0.07%,0.01%,0.00%,1.98%,0.97%,0.02%,7,8664,8,11844,10,98104,3,107591,5,252,3,309,36,226764
110073,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,Ben Hill,31750,(229) 424-7100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,730,0,135,0,4126,0,3009,0,2,0,5,0,8007
110071,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,Appling,31513,(912) 367-9841,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,2497,0,2497,0,0,0,0,0,4994
110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,Houston,31093,(478) 922-4281,0.05%,0.08%,0.03%,0.00%,0.00%,1.50%,0.03%,5,9626,8,9465,21,65583,3,67632,0,184,2,133,39,152623
110064,PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER STREET,COLUMBUS,GA,Muscogee,31901,(706) 571-1000,0.19%,0.15%,0.02%,0.01%,5.33%,2.15%,0.03%,18,9614,15,9684,14,74569,6,90713,4,75,2,93,59,184748
110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,Floyd,30162,(706) 509-6900,0.09%,0.06%,0.04%,0.01%,1.28%,5.00%,0.03%,7,7866,5,7815,26,72912,6,81389,4,312,7,140,55,170434
110051,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,BLAIRSVILLE,GA,Union,30512,(706) 745-2111,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.02%,0,1551,0,705,6,10341,0,11495,0,1,0,23,6,24116
110050,ADVENTHEALTH MURRAY,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406",CHATSWORTH,GA,Murray,30705,(706) 517-2031,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,235,0,39,0,1860,0,1860,0,0,0,0,0,3994
110046,PIEDMONT WALTON HOSPITAL,2151 W SPRING STREET,MONROE,GA,Walton,30655,(770) 267-8461,0.19%,0.00%,0.02%,0.01%,0.90%,0.00%,0.02%,3,1598,0,1311,2,13122,1,13122,1,111,0,31,7,29295
110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,WINDER,GA,Barrow,30680,(770) 848-8611,0.09%,0.00%,0.03%,0.00%,0.00%,0.00%,0.02%,1,1063,0,715,2,7371,0,7371,0,0,0,0,3,16520
110044,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,Sumter,31719,(229) 931-1280,0.05%,0.33%,0.00%,0.01%,0.00%,0.00%,0.02%,1,2021,3,915,0,11704,1,12561,0,40,0,34,5,27275
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,Chatham,31419,(912) 819-4100,0.12%,0.06%,0.05%,0.00%,0.00%,0.00%,0.04%,11,8816,6,10570,31,57112,1,57112,0,0,0,81,49,133691
110042,WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,Paulding,30141,(470) 644-7000,0.00%,0.13%,0.00%,0.01%,0.00%,1.19%,0.01%,0,2334,4,3193,1,35155,2,35155,0,3,1,84,8,75924
110041,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,Habersham,30535,(706) 754-2161,0.00%,0.58%,0.01%,0.00%,0.00%,0.00%,0.01%,0,1174,1,173,1,9086,0,9834,0,6,0,10,2,20283
110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,Jackson,30529,(706) 335-1100,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,3,0,0,0,117,0,117,0,0,0,0,0,237
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,Thomas,31792,(229) 228-2880,0.07%,0.20%,0.02%,0.00%,0.00%,1.89%,0.03%,6,9183,17,8690,11,50918,2,52452,0,53,2,106,38,121402
110036,MEMORIAL UNIVERSITY MEDICAL CENTER,4700 WATERS AVENUE,SAVANNAH,GA,Chatham,31404,(912) 350-3691,0.13%,0.05%,0.03%,0.01%,0.25%,3.06%,0.03%,23,17241,10,21941,43,150114,12,178494,1,402,11,360,100,368552
110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,Cobb,30060,(770) 793-5000,0.06%,0.07%,0.01%,0.01%,0.85%,4.25%,0.02%,14,22340,21,29244,16,196584,18,216349,6,705,19,447,94,465669
110034,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,Richmond,30912,(706) 721-6569,0.22%,0.20%,0.10%,0.01%,2.54%,3.40%,0.08%,44,20381,41,20906,131,127523,19,140433,3,118,7,206,245,309567
110032,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,GA,Stephens,30577,(706) 282-4250,0.07%,0.00%,0.03%,0.00%,0.00%,0.00%,0.02%,1,1459,0,570,2,7627,0,9520,0,7,0,5,3,19188
110031,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,Spalding,30223,(770) 228-2721,0.13%,0.19%,0.01%,0.01%,3.66%,4.48%,0.03%,4,3046,9,4693,2,35859,2,38792,6,164,3,67,26,82621
110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,Bartow,30120,(770) 387-8182,0.02%,0.09%,0.01%,0.00%,0.00%,0.00%,0.01%,1,4767,5,5332,4,38817,1,40612,0,112,0,50,11,89690
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,Hall,30501,(770) 535-3553,0.09%,0.08%,0.05%,0.01%,0.00%,2.96%,0.04%,35,38754,33,42457,96,194242,24,212848,0,515,14,473,202,489289
110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,Richmond,30901,(706) 722-9011,0.10%,0.03%,0.02%,0.01%,1.18%,0.59%,0.02%,10,9815,5,15155,23,133843,14,147019,7,592,2,338,61,306762
110027,"TY COBB REGIONAL MEDICAL CENTER, LLC",367 CLEAR CREEK PARKWAY,LAVONIA,GA,Franklin,30553,(706) 356-7800,0.00%,0.00%,0.00%,0.00%,4.35%,0.00%,0.01%,0,1052,0,135,0,7648,0,8300,1,23,0,8,1,17166
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,Glynn,31520,(912) 466-7000,0.21%,0.09%,0.05%,0.01%,0.00%,2.08%,0.04%,18,8682,7,7403,35,72002,10,74653,0,66,2,96,72,162902
110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,Chatham,31412,(912) 819-6000,0.16%,0.03%,0.05%,0.00%,0.52%,1.41%,0.04%,13,8056,5,14392,27,58112,2,61322,5,970,4,283,56,143135
110023,ADVENTHEALTH GORDON,1035 RED BUD ROAD,CALHOUN,GA,Gordon,30701,(706) 629-2895,0.04%,0.20%,0.01%,0.01%,1.43%,2.78%,0.03%,1,2674,3,1512,2,14777,1,14986,1,70,1,36,9,34055
110018,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,Newton,30014,(770) 786-7053,0.00%,0.07%,0.00%,0.00%,3.66%,4.17%,0.02%,0,1617,2,2682,1,21409,1,23451,3,82,2,48,9,49289
110016,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,Troup,30240,(706) 882-1411,0.04%,0.16%,0.00%,0.01%,4.05%,1.35%,0.02%,1,2291,6,3759,1,32943,2,34079,3,74,1,74,14,73220
110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,GA,Carroll,30180,(770) 456-3101,0.00%,0.00%,0.04%,0.01%,0.00%,14.29%,0.02%,0,2638,0,1458,5,13623,1,14988,0,29,1,7,7,32743
110011,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,Carroll,30117,(770) 836-9580,0.14%,0.09%,0.05%,0.01%,0.00%,0.81%,0.04%,13,9439,5,5308,25,47622,4,51826,0,113,1,123,48,114431
110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,DeKalb,30322,(404) 686-8500,0.17%,0.13%,0.05%,0.01%,1.46%,3.18%,0.06%,61,35008,63,49496,111,205705,28,205705,3,205,10,314,276,496433
110008,NORTHSIDE HOSPITAL CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,GA,Cherokee,30115,(770) 244-1000,0.02%,0.03%,0.03%,0.01%,1.42%,2.97%,0.03%,2,9368,2,7292,14,47902,5,68360,5,353,9,303,37,133578
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,Dougherty,31703,(229) 312-4068,0.12%,0.13%,0.01%,0.01%,0.78%,1.36%,0.02%,16,13465,19,15078,9,93916,7,110409,2,257,3,221,56,233346
110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,Clarke,30606,(706) 389-3930,0.25%,0.24%,0.01%,0.01%,0.00%,1.77%,0.03%,10,4021,10,4192,3,39338,5,44618,0,80,2,113,30,92362
110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,Forsyth,30041,(770) 844-3200,0.03%,0.07%,0.03%,0.01%,0.22%,1.17%,0.02%,4,12166,8,12179,22,63117,6,97243,1,447,4,342,45,185494
110003,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,1900 TEBEAU STREET,WAYCROSS,GA,Ware,31501,(912) 287-2500,0.15%,0.14%,0.02%,0.00%,0.00%,2.08%,0.02%,4,2583,3,2204,4,25264,1,25904,0,20,1,48,13,56023
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,Upson,30286,(706) 647-8111,0.04%,0.13%,0.01%,0.00%,8.33%,2.22%,0.02%,1,2750,2,1545,2,16558,0,17102,2,24,1,45,8,38024
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,Whitfield,30720,(706) 272-6105,0.05%,0.18%,0.01%,0.02%,0.00%,1.71%,0.03%,2,3796,7,3889,5,41291,9,43973,0,58,2,117,25,93124
103304,NEMOURS CHILDREN'S HOSPITAL,6535 NEMOURS PKWY,ORLANDO,FL,Orange,32827,(407) 567-4000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103301,NICKLAUS CHILDREN'S HOSPITAL,3100 SW 62ND AVE,MIAMI,FL,Miami-Dade,33155,(305) 666-6511,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,501 SIXTH AVENUE SOUTH,SAINT PETERSBURG,FL,Pinellas,33701,(713) 898-7451,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10175,THE EAST ALBAMA HEALTHCARE AUTHORITY,4800 48TH STREET,VALLEY,AL,New York,36854,(334) 756-9180,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,128,0,35,0,667,0,667,0,0,0,0,0,1497
10174,THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,THOMASVILLE,AL,Clarke,36784,(205) 873-1442,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.05%,0,124,0,29,1,837,0,837,0,0,0,0,1,1827
10173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,Chilton,35045,(205) 258-4400,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,286,0,114,0,3199,0,3199,0,0,0,0,0,6798
10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,Escambia,36502,(251) 368-2500,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.01%,0,667,1,335,0,5207,0,5207,0,0,0,4,1,11420
10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,Russell,36867,(334) 732-3000,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.01%,0,0,0,0,1,7261,0,7261,0,0,0,0,1,14522
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,Talladega,35150,(256) 249-5000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,2657,0,840,0,18540,0,19585,0,32,0,24,0,41678
10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,Franklin,35653,(256) 332-1611,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.01%,0,1357,2,691,0,5887,0,5887,0,1,0,13,2,13836
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,Colbert,35661,(256) 386-1601,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,219,0,242,0,8448,0,8448,0,0,0,0,0,17357
10150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,Butler,36037,(334) 382-2200,0.00%,0.99%,0.00%,0.02%,0.00%,0.00%,0.01%,0,794,1,101,0,6350,1,6350,0,0,0,3,2,13598
10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,Montgomery,36117,(334) 244-8330,0.18%,0.35%,0.05%,0.00%,0.73%,0.00%,0.05%,12,6602,19,5395,24,49154,3,65802,4,546,0,214,62,127713
10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,Conecuh,36401,(251) 578-2480,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,185,0,20,0,5545,0,5545,0,0,0,0,0,11295
10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,Mobile,36608,(251) 344-9630,0.05%,0.07%,0.01%,0.01%,0.00%,0.00%,0.01%,3,5758,5,6700,5,59251,4,63035,0,331,0,116,17,135191
10139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,Jefferson,35209,(205) 877-1000,0.12%,0.08%,0.05%,0.01%,0.23%,1.71%,0.04%,8,6605,5,6349,34,62872,8,62872,2,872,3,175,60,139745
10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,Sumter,36925,(205) 392-5263,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,3908,0,3908,0,0,0,0,0,7816
101313,MARINERS HOSPITAL,91500 OVERSEAS HIGHWAY,TAVERNIER,FL,Monroe,33070,(305) 434-3000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,130,0,39,0,2145,0,2145,0,0,0,6,0,4465
101312,FISHERMEN'S COMMUNITY HOSPITAL,3301 OVERSEAS HWY,MARATHON,FL,Monroe,33050,(305) 743-5533,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,2,0,1,0,61,0,61,0,0,0,0,0,125
101311,MADISON COUNTY MEMORIAL HOSPITAL,224 NW CRANE AVE,MADISON,FL,Madison,32340,(850) 973-2271,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.02%,0,0,0,0,1,2851,0,2851,0,0,0,0,1,5702
10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,Madison,35801,(256) 882-3100,0.02%,0.23%,0.05%,0.01%,1.82%,2.35%,0.04%,1,4770,6,2611,19,40221,3,42193,6,330,2,85,37,90210
101309,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,CLEWISTON,FL,Hendry,33440,(863) 902-3033,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,146,0,39,0,1589,0,1589,0,0,0,0,0,3363
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD RD,CHIPLEY,FL,Washington,32428,(850) 638-1610,0.00%,0.00%,0.00%,0.00%,0.00%,66.67%,0.04%,0,851,0,344,0,2013,0,2013,0,0,2,3,2,5224
101307,DOCTORS MEMORIAL HOSPITAL,2600 HOSPITAL DR,BONIFAY,FL,Holmes,32425,(850) 547-1120,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,135 AVE G,APALACHICOLA,FL,Franklin,32320,(850) 653-8853,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101304,CALHOUN-LIBERTY HOSPITAL,20370 NE BURNS AVE,BLOUNTSTOWN,FL,Calhoun,32424,(850) 674-5411,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101303,LAKE BUTLER HOSPITAL,850 E MAIN ST,LAKE BUTLER,FL,Union,32054,(386) 496-2323,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101300,ADVENTHEALTH WAUCHULA,735 S 5TH AVE,WAUCHULA,FL,Hardee,33873,(863) 773-3101,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,23,0,4,0,8498,0,8498,0,0,0,0,0,17023
10130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,Saint Clair,35125,(205) 338-3301,0.06%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,1,1555,0,1247,2,8625,0,8625,0,2,0,9,3,20063
10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,Baldwin,36507,(251) 937-5521,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.01%,0,794,0,384,0,4899,0,5452,0,42,1,14,1,11585
10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,Clarke,36545,(251) 246-9021,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,226,0,312,0,1583,0,1583,0,0,0,0,0,3704
10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,Pike,36081,(334) 670-5000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1070,0,401,0,5710,0,5710,0,0,0,24,0,12915
10125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,Winston,35565,(205) 485-7117,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,272,0,149,0,4997,0,4997,0,0,0,0,0,10415
10120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,MONROEVILLE,AL,Monroe,36460,(251) 575-3111,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,560,0,352,0,3253,0,3253,0,0,0,2,0,7420
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,Dallas,36701,(334) 418-4100,0.03%,0.00%,0.00%,0.00%,3.13%,0.00%,0.01%,1,3707,0,1254,0,15123,0,16140,1,32,0,15,2,36271
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,Jefferson,35021,(205) 481-7000,0.07%,0.09%,0.01%,0.02%,0.00%,1.20%,0.03%,7,9906,8,8435,4,31460,5,32960,0,14,1,83,25,82858
10113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,Mobile,36652,(251) 435-4700,0.09%,0.16%,0.03%,0.01%,5.00%,0.70%,0.03%,17,19604,30,18914,36,137093,12,139556,9,180,2,286,106,315633
10112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,Marengo,36732,(334) 289-4000,0.00%,0.00%,0.02%,0.02%,0.00%,0.00%,0.02%,0,1127,0,85,1,5757,1,5757,0,0,0,2,2,12728
10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,Bullock,36089,(334) 738-2140,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,29,0,0,0,2386,0,2386,0,0,0,0,0,4801
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,Autauga,36067,(334) 361-4267,0.00%,0.26%,0.05%,0.02%,0.00%,100.00%,0.04%,0,2416,4,1540,7,14930,3,14930,0,0,1,1,15,33817
10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,Jefferson,35243,(205) 971-1000,0.17%,0.02%,0.03%,0.00%,0.00%,0.37%,0.03%,29,17346,3,17311,34,108950,3,113414,0,265,1,268,70,257554
10103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,Jefferson,35211,(205) 783-3800,0.07%,0.03%,0.01%,0.01%,2.94%,0.65%,0.02%,10,14978,5,15370,7,65304,8,67451,1,34,1,154,32,163291
10102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,Wilcox,36726,(334) 682-4131,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,49,0,4,0,358,0,358,0,0,0,0,0,769
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,Talladega,35161,(256) 761-4542,0.06%,0.14%,0.00%,0.00%,0.00%,0.00%,0.01%,1,1697,1,701,0,7623,0,7623,0,0,0,2,2,17646
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,Baldwin,36532,(251) 928-2375,0.05%,0.06%,0.02%,0.00%,0.00%,3.42%,0.02%,4,7374,3,5129,9,41456,2,45453,0,154,4,117,22,99683
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,Orange,32827,(407) 631-1000,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.06%,0,1068,1,746,0,0,0,0,0,0,0,0,1,1814
10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,Escambia,36426,(251) 867-8061,0.00%,0.21%,0.02%,0.01%,0.00%,10.53%,0.03%,0,1057,1,487,1,6130,1,6763,0,40,2,19,5,14496
